Название аптеки;Категория;Название товара;Цена (руб.);Производитель;Ссылка на товар
apteka22;Инфекционные заболевания;АМОКСИЦИЛЛИН-АКОС ТАБЛЕТКИ 500МГ №20;14;оао синтез;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/amoksitsillin_akos_tabletki_500mg_20/
apteka22;Инфекционные заболевания;ЭКОФУРИЛ КАПСУЛЫ 200МГ №16;32;ао авва рус;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/ekofuril_kapsuly_200mg_16/
apteka22;Инфекционные заболевания;ЛЕВОФЛОКСАЦИН-ТЕВА ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 500МГ №14;65;тева фармацевтические предприятия лтд.;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/levofloksatsin_teva_tabletki_pokrytye_plenochnoy_obolochkoy_500mg_14/
apteka22;Инфекционные заболевания;ДИОКСИДИН РАСТВОР ДЛЯ ИНФУЗИЙ И НАРУЖНОГО ПРИМЕНЕНИЯ 5МГ/МЛ 10МЛ №10;58;ооо гротекс;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/dioksidin_rastvor_dlya_infuziy_i_naruzhnogo_primeneniya_5mg_ml_10ml_10/
apteka22;Инфекционные заболевания;ЛЕВОМИЦЕТИН ТАБЛЕТКИ 500МГ №20;13;оао дальхимфарм;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/levomitsetin_tabletki_500mg_20/
apteka22;Инфекционные заболевания;ФУРАГИН ТАБЛЕТКИ 50МГ №30;52;ооо южфарм;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/furagin_tabletki_50mg_30_2/
apteka22;Инфекционные заболевания;ТЕТРАЦИКЛИН МАЗЬ ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ 3% 15Г;8;пао биосинтез;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/tetratsiklin_maz_dlya_naruzhnogo_primeneniya_3_15g/
apteka22;Инфекционные заболевания;ЭРИТРОМИЦИН-ЛЕКТ ТАБЛЕТКИ КИШЕЧНОРАСТВОРИМЫЕ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 250МГ №20;10;оао тхфз;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/eritromitsin_lekt_tabletki_kishechnorastvorimye_pokrytye_plenochnoy_obolochkoy_250mg_20/
apteka22;Инфекционные заболевания;ФУРАДОНИН АВЕКСИМА ТАБЛЕТКИ 100МГ №20;18;оао ирбитский химфармзавод;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/furadonin_aveksima_tabletki_100mg_20/
apteka22;Инфекционные заболевания;АМОКСИЦИЛЛИН КЛАВУЛАНОВАЯ КИСЛОТА ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИВЕННОГО ВВЕДЕНИЯ 500МГ 100МГ №1;5;пао красфарма;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/amoksitsillin_klavulanovaya_kislota_poroshok_dlya_prigotovleniya_rastvora_dlya_vnutrivennogo_vvedeni/
apteka22;Инфекционные заболевания;ЛЕВОМИЦЕТИН РЕНЕВАЛ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 500МГ №20;19;ао пфк обновление;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/levomitsetin_reneval_tabletki_pokrytye_plenochnoy_obolochkoy_500mg_20_/
apteka22;Инфекционные заболевания;АМОКСИЦИЛЛИН ЭКСПРЕСС ТАБЛЕТКИ ДИСПЕРГИРУЕМЫЕ 500МГ №20;37;зао лекко;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/amoksitsillin_ekspress_tabletki_dispergiruemye_500mg_20_/
apteka22;Инфекционные заболевания;КЛАЦИД ГРАНУЛЫ ДЛЯ ПРИГОТОВЛЕНИЯ СУСПЕНЗИИ ДЛЯ ПРИЕМА ВНУТРЬ 125МГ/5МЛ 70 48Г В КОМПЛЕКТЕ С ЛОЖКОЙ ДОЗИРОВОЧНОЙ ИЛИ ШПРИЦЕМ ДОЗИРОВОЧНЫМ;68;эббви с.р.л.;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/klatsid_granuly_dlya_prigotovleniya_suspenzii_dlya_priema_vnutr_125mg_5ml_70_48g_v_komplekte_s_lozhk/
apteka22;Инфекционные заболевания;ПАНЦЕФ ГРАНУЛЫ ДЛЯ ПРИГОТОВЛЕНИЯ СУСПЕНЗИИ ДЛЯ ПРИЕМА ВНУТРЬ 100МГ/5МЛ 53Г;89;алкалоид ао;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/pantsef_granuly_dlya_prigotovleniya_suspenzii_dlya_priema_vnutr_100mg_5ml_53g/
apteka22;Инфекционные заболевания;ФУРАДОНИН ТАБЛЕТКИ 50МГ №20;13;ооо нпо фармвилар;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/furadonin_tabletki_50mg_20_2/
apteka22;Инфекционные заболевания;НИФУРОКСАЗИД КАПСУЛЫ 200МГ №20;18;ооо производство медикаментов;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/nifuroksazid_kapsuly_200mg_20_/
apteka22;Инфекционные заболевания;КЛАРИТРОМИЦИН-ВЕРТЕКС ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 500МГ №14;45;ао вертекс;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/klaritromitsin_verteks_tabletki_pokrytye_plenochnoy_obolochkoy_500mg_14/
apteka22;Инфекционные заболевания;АУГМЕНТИН ЕС ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ СУСПЕНЗИИ ДЛЯ ПРИЕМА ВНУТРЬ 600МГ 42 9МГ/5МЛ 23 13 №1 В КОМПЛЕКТЕ С ЛОЖКОЙ МЕРНОЙ;47;глаксо вэллком продакшен;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/augmentin_es_poroshok_dlya_prigotovleniya_suspenzii_dlya_priema_vnutr_600mg_42_9mg_5ml_23_13_1_v_kom/
apteka22;Инфекционные заболевания;АМОКСИЦИЛЛИН КЛАВУЛАНОВАЯ КИСЛОТА ЭКСПРЕСС ТАБЛЕТКИ ДИСПЕРГИРУЕМЫЕ 500МГ 125МГ №14;37;зао лекко;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/amoksitsillin_klavulanovaya_kislota_ekspress_tabletki_dispergiruemye_500mg_125mg_14/
apteka22;Инфекционные заболевания;КЛАЦИД ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 500МГ №14;88;эббви с.р.л.;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/klatsid_tabletki_pokrytye_plenochnoy_obolochkoy_500mg_14/
apteka22;Инфекционные заболевания;ХАЙЛЕФЛОКС ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 500МГ №5;29;хайгланс лабораторис пвт. лтд.;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/khaylefloks_tabletki_pokrytye_plenochnoy_obolochkoy_500mg_5/
apteka22;Инфекционные заболевания;СИНТОМИЦИН ЛИНИМЕНТ ДЛЯ МЕСТНОГО ПРИМЕНЕНИЯ 10% 25Г;5;зао зеленая дубрава;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/sintomitsin_liniment_dlya_mestnogo_primeneniya_10_25g/
apteka22;Инфекционные заболевания;ЦИПРОЛЕТ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 250МГ №10;5;д-р редди с лабораторис лтд.;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/tsiprolet_tabletki_pokrytye_plenochnoy_obolochkoy_250mg_10/
apteka22;Инфекционные заболевания;ЛЕВОФЛОКСАЦИН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 750МГ №5;40;ооо озон;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/levofloksatsin_tabletki_pokrytye_plenochnoy_obolochkoy_750mg_5/
apteka22;Инфекционные заболевания;ЦЕФОТАКСИМ ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИВЕННОГО И ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ 1000МГ №1 В КОМПЛЕКТЕ С РАСТВОРИТЕЛЕМ (АМПУЛЫ) 5 МЛ;4;оао красфарма;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/tsefotaksim_poroshok_dlya_prigotovleniya_rastvora_dlya_vnutrivennogo_i_vnutrimyshechnogo_vvedeniya_1/
apteka22;Инфекционные заболевания;ДОКСИЦИКЛИН ЭКСПРЕСС ТАБЛЕТКИ ДИСПЕРГИРУЕМЫЕ 100МГ №20;51;оао фармстандарт-лексредства;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/doksitsiklin_ekspress_tabletki_dispergiruemye_100mg_20/
apteka22;Инфекционные заболевания;АМОКСИЦИЛЛИН КЛАВУЛАНОВАЯ КИСЛОТА ЭКСПРЕСС ТАБЛЕТКИ ДИСПЕРГИРУЕМЫЕ 250МГ 62,5МГ №14;22;зао лекко;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/amoksitsillin_klavulanovaya_kislota_ekspress_tabletki_dispergiruemye_250mg_62_5mg_14/
apteka22;Инфекционные заболевания;НОРБАКТИН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 400МГ №20;47;сан фармасьютикал индастриз лтд.;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/norbaktin_tabletki_pokrytye_plenochnoy_obolochkoy_400mg_20/
apteka22;Инфекционные заболевания;НИТРОКСОЛИН ТАБЛЕТКИ ПОКРЫТЫЕ ОБОЛОЧКОЙ 50МГ №50;12;ао татхимфармпрепараты;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/nitroksolin_tabletki_pokrytye_obolochkoy_50mg_50_1/
apteka22;Инфекционные заболевания;ЦЕФТРИАКСОН-АКОС ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИВЕННОГО И ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ 1000МГ №1 В КОМПЛЛЕКТЕ С РАСТВОРИТЕЛЕМ: ВОДА ДЛЯ ИНЪЕКЦИЙ (АМПУЛЫ) 5 МЛ - 2 ШТ;5;оао синтез;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/tseftriakson_akos_poroshok_dlya_prigotovleniya_rastvora_dlya_vnutrivennogo_i_vnutrimyshechnogo_vvede_4/
apteka22;Инфекционные заболевания;НОЛИЦИН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 400МГ №20;44;ооо крка-рус;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/nolitsin_tabletki_pokrytye_plenochnoy_obolochkoy_400mg_20/
apteka22;Инфекционные заболевания;ДОКСИЦИКЛИН ЭКСПРЕСС ТАБЛЕТКИ ДИСПЕРГИРУЕМЫЕ 100МГ №10;28;оао фармстандарт-лексредства;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/doksitsiklin_ekspress_tabletki_dispergiruemye_100mg_10/
apteka22;Инфекционные заболевания;МОКСИФЛОКСАЦИН ВЕЛФАРМ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 400МГ №5;48;ооо велфарм;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/moksifloksatsin_velfarm_tab_p_p_o_400mg_5/
apteka22;Инфекционные заболевания;АМОКСИЦИЛЛИН ДИСПЕРТАБ ТАБЛЕТКИ ДИСПЕРГИРУЕМЫЕ 1000МГ №20;42;ао авва рус;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/amoksitsillin_dispertab_tabletki_dispergiruemye_1000mg_20/
apteka22;Инфекционные заболевания;ТИНИДАЗОЛ-АКРИ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 500МГ №4;8;ао акрихин;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/tinidazol_akri_tabletki_pokrytye_plenochnoy_obolochkoy_500mg_4/
apteka22;Инфекционные заболевания;ОРНИДАЗОЛ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 500МГ №10;22;зао бфз;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/ornidazol_tabletki_pokrytye_plenochnoy_obolochkoy_500mg_10/
apteka22;Инфекционные заболевания;КЛЕРИМЕД ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 500МГ №14;46;медокеми лтд.;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/klerimed_tabletki_pokrytye_plenochnoy_obolochkoy_500mg_14/
apteka22;Инфекционные заболевания;СПЕКТРАЦЕФ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 200МГ №14;103;мейджи фарма спейн с.а.;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/spektratsef_tabletki_pokrytye_plenochnoy_obolochkoy_200mg_14_/
apteka22;Инфекционные заболевания;ЛЕВОФЛОКСАЦИН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 500МГ №5;30;оао фармстандарт-лексредства;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/levofloksatsin_tabletki_pokrytye_plenochnoy_obolochkoy_500mg_5_1/
apteka22;Инфекционные заболевания;ЛИНКОМИЦИН КАПСУЛЫ 250МГ №20;14;ооо озон;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/linkomitsin_kapsuly_250mg_20_3/
apteka22;Инфекционные заболевания;ЗИННАТ ГРАНУЛЫ ДЛЯ ПРИГОТОВЛЕНИЯ СУСПЕНЗИИ ДЛЯ ПРИЕМА ВНУТРЬ 125МГ/5МЛ 50МЛ №1 ПО 1 ФЛАКОНУ ВМЕСТЕ С МЕРНЫМ СТАКАНОМ, МЕРНОЙ ЛОЖКОЙ И ИНСТРУКЦИЕЙ ПО МЕДИЦИНСКОМУ ПРИМЕНЕНИЮ В КАРТОННУЮ ПАЧКУ;25;глаксо оперэйшенс;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/zinnat_granuly_dlya_prigotovleniya_suspenzii_dlya_priema_vnutr_125mg_5ml_50ml_1_po_1_flakonu_vmeste_/
apteka22;Инфекционные заболевания;НИФУРОКСАЗИД КАПСУЛЫ 200МГ №16;33;ооо южфарм;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/nifuroksazid_kapsuly_200mg_16_/
apteka22;Инфекционные заболевания;АМОКСИЦИЛЛИН КЛАВУЛАНОВАЯ КИСЛОТА ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИВЕННОГО ВВЕДЕНИЯ 1000МГ 200МГ №1;9;пао красфарма;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/amoksitsillin_klavulanovaya_kislota_poroshok_dlya_prigotovleniya_rastvora_dlya_vnutrivennogo_vvedeni_1/
apteka22;Инфекционные заболевания;ЗИННАТ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 125МГ №10;13;глаксо оперэйшенс лтд.;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/zinnat_tabletki_pokrytye_plenochnoy_obolochkoy_125mg_10/
apteka22;Инфекционные заболевания;ФУРАЗОЛИДОН ТАБЛЕТКИ 50МГ №10;3;ооо авексима сибирь;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/furazolidon_tabletki_50mg_10_1/
apteka22;Инфекционные заболевания;МЕТРОГИЛ РАСТВОР ДЛЯ ВНУТРИВЕННОГО ВВЕДЕНИЯ 5МГ/МЛ 100МЛ;2;юник фармасьютикал лабораторис;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/metrogil_rastvor_dlya_vnutrivennogo_vvedeniya_5mg_ml_100ml/
apteka22;Инфекционные заболевания;БАЦИДЕРМ МАЗЬ ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ 250МЕ/Г 5000МЕ/Г 20Г;43;ооо тульская фармацевтическая фабрика;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/batsiderm_maz_dlya_naruzhnogo_primeneniya_250me_g_5000me_g_20g_/
apteka22;Инфекционные заболевания;ФУРАСОЛ ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ МЕСТНОГО И НАРУЖНОГО ПРИМЕНЕНИЯ 100МГ №5;71;ао олайнфарм;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/furasol_poroshok_dlya_prigotovleniya_rastvora_dlya_mestnogo_i_naruzhnogo_primeneniya_100mg_5_/
apteka22;Инфекционные заболевания;ЦЕФТРИАКСОН ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИВЕННОГО И ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ 1000МГ №1;5;пао красфарма;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/tseftriakson_poroshok_dlya_prigotovleniya_rastvora_dlya_vnutrivennogo_i_vnutrimyshechnogo_vvedeniya__12/
apteka22;Инфекционные заболевания;АМОКСИЦИЛЛИН ЭКСПРЕСС ТАБЛЕТКИ ДИСПЕРГИРУЕМЫЕ 125МГ №20;18;зао лекко;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/amoksitsillin_ekspress_tabletki_dispergiruemye_125mg_20_/
apteka22;Инфекционные заболевания;ЛОМФЛОКС ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 400МГ №5;42;ипка лабораториз лтд;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/lomfloks_tabletki_pokrytye_plenochnoy_obolochkoy_400mg_5/
apteka22;Инфекционные заболевания;ФУРАГИН-СЗ ТАБЛЕТКИ 50МГ №30;10;зао северная звезда;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/furagin_sz_tabletki_50mg_30/
apteka22;Инфекционные заболевания;АМОКСИЦИЛЛИН КАПСУЛЫ 500МГ №16;9;ооо барнаульский завод медицинских препаратов;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/amoksitsillin_kapsuly_500mg_16_1/
apteka22;Инфекционные заболевания;ЛЕВОФЛОКСАЦИН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 500МГ №10;63;оао фармстандарт-лексредства;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/levofloksatsin_tabletki_pokrytye_plenochnoy_obolochkoy_500mg_10__2/
apteka22;Инфекционные заболевания;ДЕКСА-ГЕНТАМИЦИН МАЗЬ ГЛАЗНАЯ 2.5Г;17;урсафарм арцнаймиттел гмбх;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/deksa_gentamitsin_maz_glaznaya_2_5g/
apteka22;Инфекционные заболевания;АМОКСИЦИЛЛИН ДИСПЕРТАБ ТАБЛЕТКИ ДИСПЕРГИРУЕМЫЕ 500МГ №20;32;ао авва рус;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/amoksitsillin_dispertab_tabletki_dispergiruemye_500mg_20/
apteka22;Инфекционные заболевания;ДИОКВЕЛЛ РАСТВОР ДЛЯ ВНУТРИПОЛОСТНОГО ВВЕДЕНИЯ И НАРУЖНОГО ПРИМЕНЕНИЯ 10МГ/МЛ 10МЛ №10;33;ооо велфарм;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/diokvell_rastvor_dlya_vnutripolostnogo_vvedeniya_i_naruzhnogo_primeneniya_10mg_ml_10ml_10/
apteka22;Инфекционные заболевания;КЛАРИТРОМИЦИН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 500МГ №5;11;ооо озон;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/klaritromitsin_tabletki_pokrytye_plenochnoy_obolochkoy_500mg_5/
apteka22;Инфекционные заболевания;АМИКАЦИН ПОРОШОК ДЛЯ ПРИГОТОВЛЕНИЯ РАСТВОРА ДЛЯ ВНУТРИВЕННОГО И ВНУТРИМЫШЕЧНОГО ВВЕДЕНИЯ 1000МГ №1;8;пао красфарма;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/amikatsin_poroshok_dlya_prigotovleniya_rastvora_dlya_vnutrivennogo_i_vnutrimyshechnogo_vvedeniya_100/
apteka22;Инфекционные заболевания;ФТИЗОПИРАМ В6 ТАБЛЕТКИ 150МГ 500МГ 15МГ №100;66;ао акрихин;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/ftizopiram_v6_tabletki_150mg_500mg_15mg_100_/
apteka22;Инфекционные заболевания;СТОПДИАР СУСПЕНЗИЯ ДЛЯ ПРИЕМА ВНУТРЬ 220МГ/5МЛ 90МЛ В КОМПЛЕКТЕ С ЛОЖКОЙ ДОЗИРОВОЧНОЙ 2-СТОРОННЕЙ;53;гедеон рихтер а.о.;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/stopdiar_suspenziya_dlya_priema_vnutr_220mg_5ml_90ml_v_komplekte_s_lozhkoy_dozirovochnoy_2_storonney/
apteka22;Инфекционные заболевания;РАНАВЕКСИМ ПОРОШОК ДЛЯ НАРУЖНОГО ПРИМЕНЕНИЯ 5Г;11;ооо авексима сибирь;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/ranaveksim_poroshok_dlya_naruzhnogo_primeneniya_5g/
apteka22;Инфекционные заболевания;КЛАРИТРОМИЦИН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 500МГ №10;27;ао рафарма;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/klaritromitsin_tabletki_pokrytye_plenochnoy_obolochkoy_500mg_10_2/
apteka22;Инфекционные заболевания;АЗИТРОМИЦИН РЕНЕВАЛ ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 500МГ №3;11;ао пфк обновление;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/azitromitsin_reneval_tabletki_pokrytye_plenochnoy_obolochkoy_500mg_3/
apteka22;Инфекционные заболевания;ЦИФРАН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 500МГ №10;8;сан фармасьютикал индастриз лтд.;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/tsifran_tabletki_pokrytye_plenochnoy_obolochkoy_500mg_10/
apteka22;Инфекционные заболевания;ЛЕВОФЛОКСАЦИН ТАБЛЕТКИ ПОКРЫТЫЕ ПЛЕНОЧНОЙ ОБОЛОЧКОЙ 750МГ №10;83;ооо озон;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/levofloksatsin_tabletki_pokrytye_plenochnoy_obolochkoy_750mg_10/
apteka22;Инфекционные заболевания;СУМАТРОЛИД СОЛЮШН ТАБЛЕТС ТАБЛЕТКИ ДИСПЕРГИРУЕМЫЕ В ПОЛОСТИ РТА 250МГ №6;22;ооо озон;https://apteka22.ru/catalog/lekarstvennye_sredstva_i_bady/lekarstvennye_sredstva/antibakterialnye_preparaty/sumatrolid_solyushn_tablets_tabletki_dispergiruemye_v_polosti_rta_250mg_6/
